year quarter area Species.no Age LengthGroup Length proportion proportion.adjusted Nbar
1986 2 1 22 2 4 16 0.37753 0.37753 1.15423e+07
1986 2 1 22 3 3 14 0.36054 0.36054 6.27332e+06
1986 2 1 22 3 4 17 0.61395 0.61395 6.27332e+06
1986 2 1 22 3 5 22 0.0255 0.0255 6.27332e+06
1986 2 1 22 4 3 14 0.10516 0.10516 5.61528e+06
1986 2 1 22 4 4 17 0.79229 0.79229 5.61528e+06
1986 2 1 22 4 5 22 0.10256 0.10256 5.61528e+06
1986 2 1 23 1 1 6 0.00978 0.00978 1.94295e+08
1986 2 1 23 1 2 9 0.13658 0.13658 1.94295e+08
1986 2 1 23 1 3 12 0.82271 0.82271 1.94295e+08
1986 2 1 23 1 4 16 0.03093 0.03093 1.94295e+08
1986 2 1 23 2 2 9 0.00457 0.00457 1.23623e+07
1986 2 1 23 2 3 13 0.60992 0.60992 1.23623e+07
1986 2 1 23 2 4 16 0.38551 0.38551 1.23623e+07
1986 2 1 23 3 3 14 0.38278 0.38278 6.98483e+06
1986 2 1 23 3 4 17 0.61722 0.61722 6.98483e+06
1986 2 1 23 4 3 14 0.10352 0.10352 732501
1986 2 1 23 4 4 18 0.86481 0.86481 732501
1986 2 1 23 4 5 22 0.03167 0.03167 732501
1986 2 1 24 1 2 9 0.02952 0.02952 2.24172e+07
1986 2 1 24 1 3 13 0.91421 0.91421 2.24172e+07
1986 2 1 24 1 4 16 0.05628 0.05628 2.24172e+07
1986 2 1 24 2 3 14 0.21839 0.21839 883661
1986 2 1 24 2 4 17 0.77925 0.77925 883661
1986 2 1 24 2 5 21 0.00237 0.00237 883661
1986 2 1 24 3 3 14 0.05488 0.05488 23488.8
1986 2 1 24 3 4 18 0.87536 0.87536 23488.8
1986 2 1 24 3 5 21 0.06975 0.06975 23488.8
1986 2 1 25 1 1 6 0.15716 0.15716 1.20769e+07
1986 2 1 25 1 2 9 0.68894 0.68894 1.20769e+07
1986 2 1 25 1 3 11 0.1539 0.1539 1.20769e+07
1986 2 1 25 2 2 9 0.17822 0.17822 3.00959e+06
1986 2 1 25 2 3 12 0.82178 0.82178 3.00959e+06
1986 2 1 25 3 2 9 0.03281 0.03281 681146
1986 2 1 25 3 3 12 0.95309 0.95309 681146
1986 2 1 25 3 4 15 0.0141 0.0141 681146
1986 3 1 16 0 1 6 0.18948 0.18948 2.87963e+06
1986 3 1 16 0 2 8 0.51893 0.51893 2.87963e+06
1986 3 1 16 0 3 12 0.29159 0.29159 2.87963e+06
1986 3 1 16 1 3 14 0.01997 0.01997 474006
1986 3 1 16 1 4 18 0.17175 0.17175 474006
1986 3 1 16 1 5 23 0.28932 0.28932 474006
1986 3 1 16 1 6 27 0.29438 0.29438 474006
1986 3 1 16 1 7 32 0.14943 0.14943 474006
1986 3 1 16 1 8 37 0.05419 0.05419 474006
1986 3 1 16 1 9 43 0.02096 0.02096 474006
1986 3 1 16 2 6 28 0.03486 0.03486 37926.3
1986 3 1 16 2 7 33 0.15966 0.15966 37926.3
1986 3 1 16 2 8 38 0.24336 0.24336 37926.3
1986 3 1 16 2 9 44 0.39033 0.39033 37926.3
1986 3 1 16 2 10 54 0.14047 0.14047 37926.3
1986 3 1 16 2 11 63 0.03131 0.03131 37926.3
1986 3 1 16 3 6 28 0.00453 0.00453 27626.8
1986 3 1 16 3 7 32 0.0126 0.0126 27626.8
1986 3 1 16 3 8 38 0.01946 0.01946 27626.8
1986 3 1 16 3 9 46 0.1429 0.1429 27626.8
1986 3 1 16 3 10 55 0.3244 0.3244 27626.8
1986 3 1 16 3 11 65 0.32427 0.32427 27626.8
1986 3 1 16 3 12 73 0.15324 0.15324 27626.8
1986 3 1 16 3 13 83 0.0186 0.0186 27626.8
1986 3 1 16 4 8 40 0.00722 0.00722 5316.86
1986 3 1 16 4 9 46 0.01254 0.01254 5316.86
1986 3 1 16 4 10 56 0.03114 0.03114 5316.86
1986 3 1 16 4 11 66 0.1228 0.1228 5316.86
1986 3 1 16 4 12 75 0.36173 0.36173 5316.86
1986 3 1 16 4 13 85 0.46458 0.46458 5316.86
1986 3 1 16 5 10 60 0.0029 0.0029 3057.46
1986 3 1 16 5 11 66 0.01305 0.01305 3057.46
1986 3 1 16 5 12 76 0.15194 0.15194 3057.46
1986 3 1 16 5 13 89 0.7828 0.7828 3057.46
1986 3 1 16 5 14 103 0.04931 0.04931 3057.46
1986 3 1 16 6 13 93 0.70993 0.70993 678.768
1986 3 1 16 6 14 103 0.29007 0.29007 678.768
1986 3 1 16 7 12 79 0.05547 0.05547 601.447
1986 3 1 16 7 13 90 0.47477 0.47477 601.447
1986 3 1 16 7 14 107 0.46975 0.46975 601.447
1986 3 1 16 8 13 97 0.38952 0.38952 175.638
1986 3 1 16 8 14 104 0.61048 0.61048 175.638
1986 3 1 16 9 14 110 1 1 72.0302
1986 3 1 16 10 14 108 0.65599 0.65599 51.5818
1986 3 1 16 10 15 125 0.34401 0.34401 51.5818
1986 3 1 17 0 1 6 0.10107 0.10107 1.49978e+07
1986 3 1 17 0 2 9 0.52625 0.52625 1.49978e+07
1986 3 1 17 0 3 12 0.32074 0.32074 1.49978e+07
1986 3 1 17 0 4 16 0.05194 0.05194 1.49978e+07
1986 3 1 17 1 3 13 0.02934 0.02934 2.27836e+06
1986 3 1 17 1 4 18 0.28622 0.28622 2.27836e+06
1986 3 1 17 1 5 22 0.59438 0.59438 2.27836e+06
1986 3 1 17 1 6 26 0.09007 0.09007 2.27836e+06
1986 3 1 17 2 3 14 9e-05 9e-05 422060
1986 3 1 17 2 4 19 0.00698 0.00698 422060
1986 3 1 17 2 5 24 0.31834 0.31834 422060
1986 3 1 17 2 6 27 0.59863 0.59863 422060
1986 3 1 17 2 7 31 0.07596 0.07596 422060
1986 3 1 17 3 4 19 0.00219 0.00219 207823
1986 3 1 17 3 5 24 0.07824 0.07824 207823
1986 3 1 17 3 6 28 0.60849 0.60849 207823
1986 3 1 17 3 7 32 0.27582 0.27582 207823
1986 3 1 17 3 8 37 0.03525 0.03525 207823
1986 3 1 17 4 5 24 0.02209 0.02209 37555.5
1986 3 1 17 4 6 28 0.38671 0.38671 37555.5
1986 3 1 17 4 7 32 0.45397 0.45397 37555.5
1986 3 1 17 4 8 37 0.11858 0.11858 37555.5
1986 3 1 17 4 9 42 0.01865 0.01865 37555.5
1986 3 1 17 5 5 24 0.00573 0.00573 8870.64
1986 3 1 17 5 6 28 0.31983 0.31983 8870.64
1986 3 1 17 5 7 32 0.48809 0.48809 8870.64
1986 3 1 17 5 8 37 0.14217 0.14217 8870.64
1986 3 1 17 5 9 43 0.04419 0.04419 8870.64
1986 3 1 17 6 6 28 0.34335 0.34335 8037.79
1986 3 1 17 6 7 32 0.42247 0.42247 8037.79
1986 3 1 17 6 8 37 0.18317 0.18317 8037.79
1986 3 1 17 6 9 43 0.05102 0.05102 8037.79
1986 3 1 18 0 1 6 0.13527 0.13527 1.08837e+07
1986 3 1 18 0 2 9 0.31436 0.31436 1.08837e+07
1986 3 1 18 0 3 12 0.51588 0.51588 1.08837e+07
1986 3 1 18 0 4 16 0.03448 0.03448 1.08837e+07
1986 3 1 18 1 3 13 0.02946 0.02946 791834
1986 3 1 18 1 4 19 0.12971 0.12971 791834
1986 3 1 18 1 5 23 0.60856 0.60856 791834
1986 3 1 18 1 6 27 0.23226 0.23226 791834
1986 3 1 18 2 4 19 0.00026 0.00026 195152
1986 3 1 18 2 5 24 0.06231 0.06231 195152
1986 3 1 18 2 6 28 0.51535 0.51535 195152
1986 3 1 18 2 7 32 0.36758 0.36758 195152
1986 3 1 18 2 8 37 0.05451 0.05451 195152
1986 3 1 18 3 5 24 0.01174 0.01174 213494
1986 3 1 18 3 6 29 0.14041 0.14041 213494
1986 3 1 18 3 7 33 0.5528 0.5528 213494
1986 3 1 18 3 8 37 0.24695 0.24695 213494
1986 3 1 18 3 9 42 0.04811 0.04811 213494
1986 3 1 18 4 6 29 0.01317 0.01317 18772.9
1986 3 1 18 4 7 33 0.30749 0.30749 18772.9
1986 3 1 18 4 8 37 0.46055 0.46055 18772.9
1986 3 1 18 4 9 43 0.20152 0.20152 18772.9
1986 3 1 18 4 10 53 0.01728 0.01728 18772.9
1986 3 1 18 5 6 29 0.02483 0.02483 8642.21
1986 3 1 18 5 7 33 0.17776 0.17776 8642.21
1986 3 1 18 5 8 37 0.42515 0.42515 8642.21
1986 3 1 18 5 9 43 0.32472 0.32472 8642.21
1986 3 1 18 5 10 53 0.04754 0.04754 8642.21
1986 3 1 18 6 7 33 0.09697 0.09697 1599.1
1986 3 1 18 6 8 37 0.32398 0.32398 1599.1
1986 3 1 18 6 9 44 0.4271 0.4271 1599.1
1986 3 1 18 6 10 55 0.13442 0.13442 1599.1
1986 3 1 18 6 11 63 0.01753 0.01753 1599.1
1986 3 1 18 7 8 39 0.30676 0.30676 3364.87
1986 3 1 18 7 9 45 0.4091 0.4091 3364.87
1986 3 1 18 7 10 55 0.19311 0.19311 3364.87
1986 3 1 18 7 11 64 0.09103 0.09103 3364.87
1986 3 1 18 8 8 37 0.23708 0.23708 694.687
1986 3 1 18 8 9 42 0.18449 0.18449 694.687
1986 3 1 18 8 10 57 0.24843 0.24843 694.687
1986 3 1 18 8 11 64 0.30036 0.30036 694.687
1986 3 1 18 8 12 72 0.02963 0.02963 694.687
1986 3 1 18 9 8 37 0.30682 0.30682 135.597
1986 3 1 18 9 9 42 0.14009 0.14009 135.597
1986 3 1 18 9 10 56 0.31432 0.31432 135.597
1986 3 1 18 9 11 64 0.23877 0.23877 135.597
1986 3 1 18 10 10 58 0.53249 0.53249 78.1443
1986 3 1 18 10 11 62 0.23376 0.23376 78.1443
1986 3 1 18 10 12 70 0.23376 0.23376 78.1443
1986 3 1 21 0 2 9 0.10963 0.10963 4.76251e+07
1986 3 1 21 0 3 12 0.87211 0.87211 4.76251e+07
1986 3 1 21 0 4 16 0.01826 0.01826 4.76251e+07
1986 3 1 21 1 3 13 0.05239 0.05239 1.05816e+07
1986 3 1 21 1 4 18 0.67734 0.67734 1.05816e+07
1986 3 1 21 1 5 22 0.27027 0.27027 1.05816e+07
1986 3 1 21 2 4 18 0.02668 0.02668 3.38973e+06
1986 3 1 21 2 5 23 0.53904 0.53904 3.38973e+06
1986 3 1 21 2 6 26 0.43428 0.43428 3.38973e+06
1986 3 1 21 3 5 24 0.13598 0.13598 1.87934e+06
1986 3 1 21 3 6 27 0.8217 0.8217 1.87934e+06
1986 3 1 21 3 7 31 0.04232 0.04232 1.87934e+06
1986 3 1 21 4 5 24 0.07615 0.07615 1.05155e+06
1986 3 1 21 4 6 28 0.77104 0.77104 1.05155e+06
1986 3 1 21 4 7 31 0.15282 0.15282 1.05155e+06
1986 3 1 21 5 5 24 0.04173 0.04173 356494
1986 3 1 21 5 6 28 0.60678 0.60678 356494
1986 3 1 21 5 7 31 0.35149 0.35149 356494
1986 3 1 21 6 5 24 0.00323 0.00323 145641
1986 3 1 21 6 6 28 0.56113 0.56113 145641
1986 3 1 21 6 7 31 0.43563 0.43563 145641
1986 3 1 21 7 5 23 0.00132 0.00132 40868.4
1986 3 1 21 7 6 27 0.50331 0.50331 40868.4
1986 3 1 21 7 7 31 0.49537 0.49537 40868.4
1986 3 1 21 8 5 22 0.01005 0.01005 30916.3
1986 3 1 21 8 6 28 0.13497 0.13497 30916.3
1986 3 1 21 8 7 32 0.85498 0.85498 30916.3
1986 3 1 22 0 1 6 0.12316 0.12316 2.4931e+08
1986 3 1 22 0 2 8 0.47697 0.47697 2.4931e+08
1986 3 1 22 0 3 11 0.39987 0.39987 2.4931e+08
1986 3 1 22 1 3 13 0.78333 0.78333 4.14502e+07
1986 3 1 22 1 4 16 0.21667 0.21667 4.14502e+07
1986 3 1 22 2 3 13 0.24921 0.24921 6.14423e+06
1986 3 1 22 2 4 17 0.73093 0.73093 6.14423e+06
1986 3 1 22 2 5 21 0.01986 0.01986 6.14423e+06
1986 3 1 22 3 3 14 0.02988 0.02988 4.00927e+06
1986 3 1 22 3 4 17 0.94087 0.94087 4.00927e+06
1986 3 1 22 3 5 21 0.02925 0.02925 4.00927e+06
1986 3 1 22 4 4 19 0.79077 0.79077 3.75699e+06
1986 3 1 22 4 5 21 0.20923 0.20923 3.75699e+06
1986 3 1 23 0 1 6 0.23482 0.23482 7.97502e+07
1986 3 1 23 0 2 8 0.53238 0.53238 7.97502e+07
1986 3 1 23 0 3 10 0.2328 0.2328 7.97502e+07
1986 3 1 23 1 2 9 0.11636 0.11636 1.19929e+08
1986 3 1 23 1 3 13 0.76601 0.76601 1.19929e+08
1986 3 1 23 1 4 16 0.11763 0.11763 1.19929e+08
1986 3 1 23 2 3 14 0.49126 0.49126 6.51443e+06
1986 3 1 23 2 4 16 0.50874 0.50874 6.51443e+06
1986 3 1 23 3 3 14 0.29061 0.29061 3.57198e+06
1986 3 1 23 3 4 17 0.68023 0.68023 3.57198e+06
1986 3 1 23 3 5 21 0.02916 0.02916 3.57198e+06
1986 3 1 23 4 3 14 0.10245 0.10245 374595
1986 3 1 23 4 4 18 0.85236 0.85236 374595
1986 3 1 23 4 5 21 0.04518 0.04518 374595
1986 3 1 24 0 1 6 0.14882 0.14882 9.18491e+07
1986 3 1 24 0 2 8 0.78271 0.78271 9.18491e+07
1986 3 1 24 0 3 11 0.06847 0.06847 9.18491e+07
1986 3 1 24 1 2 9 0.00972 0.00972 1.20204e+07
1986 3 1 24 1 3 14 0.47713 0.47713 1.20204e+07
1986 3 1 24 1 4 16 0.5128 0.5128 1.20204e+07
1986 3 1 24 1 5 21 0.00034 0.00034 1.20204e+07
1986 3 1 24 2 3 14 0.01472 0.01472 441616
1986 3 1 24 2 4 17 0.96545 0.96545 441616
1986 3 1 24 2 5 21 0.01983 0.01983 441616
1986 3 1 24 3 3 14 0.00193 0.00193 10516.2
1986 3 1 24 3 4 18 0.81442 0.81442 10516.2
1986 3 1 24 3 5 21 0.18364 0.18364 10516.2
1986 3 1 25 0 1 6 0.30716 0.30716 6.35005e+07
1986 3 1 25 0 2 8 0.69284 0.69284 6.35005e+07
1986 3 1 25 1 2 9 0.13078 0.13078 9.54161e+06
1986 3 1 25 1 3 11 0.86922 0.86922 9.54161e+06
1986 3 1 25 2 2 10 0.00527 0.00527 2.42129e+06
1986 3 1 25 2 3 13 0.99473 0.99473 2.42129e+06
1986 3 1 25 3 2 10 0.00256 0.00256 572517
1986 3 1 25 3 3 13 0.97938 0.97938 572517
1986 3 1 25 3 4 15 0.01806 0.01806 572517
1986 4 1 16 0 1 6 0.00993 0.00993 930256
1986 4 1 16 0 2 9 0.10373 0.10373 930256
1986 4 1 16 0 3 13 0.47682 0.47682 930256
1986 4 1 16 0 4 17 0.39157 0.39157 930256
1986 4 1 16 0 5 20 0.01796 0.01796 930256
1986 4 1 16 1 4 18 0.01003 0.01003 351067
1986 4 1 16 1 5 23 0.13656 0.13656 351067
1986 4 1 16 1 6 28 0.35928 0.35928 351067
1986 4 1 16 1 7 32 0.29793 0.29793 351067
1986 4 1 16 1 8 37 0.12446 0.12446 351067
1986 4 1 16 1 9 43 0.07174 0.07174 351067
1986 4 1 16 2 5 23 0.00943 0.00943 25197.4
1986 4 1 16 2 6 28 0.03 0.03 25197.4
1986 4 1 16 2 7 33 0.07566 0.07566 25197.4
1986 4 1 16 2 8 38 0.18764 0.18764 25197.4
1986 4 1 16 2 9 45 0.44363 0.44363 25197.4
1986 4 1 16 2 10 54 0.19627 0.19627 25197.4
1986 4 1 16 2 11 63 0.05736 0.05736 25197.4
1986 4 1 16 3 6 27 0.01298 0.01298 20024.5
1986 4 1 16 3 7 32 0.01468 0.01468 20024.5
1986 4 1 16 3 8 38 0.02087 0.02087 20024.5
1986 4 1 16 3 9 45 0.11924 0.11924 20024.5
1986 4 1 16 3 10 56 0.27173 0.27173 20024.5
1986 4 1 16 3 11 65 0.34575 0.34575 20024.5
1986 4 1 16 3 12 74 0.17165 0.17165 20024.5
1986 4 1 16 3 13 84 0.04311 0.04311 20024.5
1986 4 1 16 4 9 44 0.00836 0.00836 4051.67
1986 4 1 16 4 10 56 0.04627 0.04627 4051.67
1986 4 1 16 4 11 66 0.17238 0.17238 4051.67
1986 4 1 16 4 12 75 0.42992 0.42992 4051.67
1986 4 1 16 4 13 87 0.34307 0.34307 4051.67
1986 4 1 16 5 10 55 0.0257 0.0257 2383.5
1986 4 1 16 5 11 61 0.0175 0.0175 2383.5
1986 4 1 16 5 12 76 0.19197 0.19197 2383.5
1986 4 1 16 5 13 89 0.60582 0.60582 2383.5
1986 4 1 16 5 14 103 0.159 0.159 2383.5
1986 4 1 16 6 10 56 0.0172 0.0172 529.131
1986 4 1 16 6 11 68 0.01595 0.01595 529.131
1986 4 1 16 6 12 75 0.05971 0.05971 529.131
1986 4 1 16 6 13 90 0.53475 0.53475 529.131
1986 4 1 16 6 14 108 0.37239 0.37239 529.131
1986 4 1 16 7 13 89 0.42598 0.42598 461.925
1986 4 1 16 7 14 107 0.57402 0.57402 461.925
1986 4 1 16 8 13 95 0.35237 0.35237 136.627
1986 4 1 16 8 14 107 0.63418 0.63418 136.627
1986 4 1 16 8 15 122 0.01345 0.01345 136.627
1986 4 1 16 9 13 94 0.64475 0.64475 54.7621
1986 4 1 16 9 14 112 0.35525 0.35525 54.7621
1986 4 1 16 10 14 116 0.78431 0.78431 39.2159
1986 4 1 16 10 15 125 0.21569 0.21569 39.2159
1986 4 1 17 0 1 6 0.00981 0.00981 8.3987e+06
1986 4 1 17 0 2 9 0.07011 0.07011 8.3987e+06
1986 4 1 17 0 3 13 0.46257 0.46257 8.3987e+06
1986 4 1 17 0 4 17 0.42712 0.42712 8.3987e+06
1986 4 1 17 0 5 20 0.0304 0.0304 8.3987e+06
1986 4 1 17 1 3 13 0.01996 0.01996 1.83869e+06
1986 4 1 17 1 4 18 0.1143 0.1143 1.83869e+06
1986 4 1 17 1 5 23 0.70266 0.70266 1.83869e+06
1986 4 1 17 1 6 26 0.16308 0.16308 1.83869e+06
1986 4 1 17 2 4 18 0.00133 0.00133 334667
1986 4 1 17 2 5 23 0.34237 0.34237 334667
1986 4 1 17 2 6 27 0.56128 0.56128 334667
1986 4 1 17 2 7 32 0.09502 0.09502 334667
1986 4 1 17 3 4 18 0.00038 0.00038 155050
1986 4 1 17 3 5 23 0.03552 0.03552 155050
1986 4 1 17 3 6 28 0.60766 0.60766 155050
1986 4 1 17 3 7 32 0.31337 0.31337 155050
1986 4 1 17 3 8 37 0.04307 0.04307 155050
1986 4 1 17 4 5 24 0.01919 0.01919 26782.3
1986 4 1 17 4 6 28 0.47442 0.47442 26782.3
1986 4 1 17 4 7 32 0.37074 0.37074 26782.3
1986 4 1 17 4 8 37 0.11296 0.11296 26782.3
1986 4 1 17 4 9 42 0.0227 0.0227 26782.3
1986 4 1 17 5 6 28 0.44319 0.44319 6163.48
1986 4 1 17 5 7 32 0.42132 0.42132 6163.48
1986 4 1 17 5 8 37 0.10454 0.10454 6163.48
1986 4 1 17 5 9 43 0.03096 0.03096 6163.48
1986 4 1 17 6 5 24 0.00712 0.00712 5843.59
1986 4 1 17 6 6 29 0.43892 0.43892 5843.59
1986 4 1 17 6 7 32 0.45977 0.45977 5843.59
1986 4 1 17 6 8 37 0.07042 0.07042 5843.59
1986 4 1 17 6 9 43 0.02377 0.02377 5843.59
1986 4 1 18 0 2 9 0.09042 0.09042 5.9439e+06
1986 4 1 18 0 3 13 0.62885 0.62885 5.9439e+06
1986 4 1 18 0 4 17 0.28072 0.28072 5.9439e+06
1986 4 1 18 1 4 19 0.06253 0.06253 656643
1986 4 1 18 1 5 23 0.53565 0.53565 656643
1986 4 1 18 1 6 27 0.35951 0.35951 656643
1986 4 1 18 1 7 31 0.04231 0.04231 656643
1986 4 1 18 2 4 19 0.00031 0.00031 147093
1986 4 1 18 2 5 24 0.03377 0.03377 147093
1986 4 1 18 2 6 28 0.46362 0.46362 147093
1986 4 1 18 2 7 32 0.40969 0.40969 147093
1986 4 1 18 2 8 37 0.09261 0.09261 147093
1986 4 1 18 3 5 24 0.01413 0.01413 155952
1986 4 1 18 3 6 29 0.10704 0.10704 155952
1986 4 1 18 3 7 33 0.50587 0.50587 155952
1986 4 1 18 3 8 37 0.2988 0.2988 155952
1986 4 1 18 3 9 43 0.07416 0.07416 155952
1986 4 1 18 4 6 28 0.01021 0.01021 13661
1986 4 1 18 4 7 33 0.21123 0.21123 13661
1986 4 1 18 4 8 37 0.51763 0.51763 13661
1986 4 1 18 4 9 43 0.23807 0.23807 13661
1986 4 1 18 4 10 54 0.02287 0.02287 13661
1986 4 1 18 5 7 34 0.07004 0.07004 6327.96
1986 4 1 18 5 8 38 0.39376 0.39376 6327.96
1986 4 1 18 5 9 43 0.42401 0.42401 6327.96
1986 4 1 18 5 10 54 0.10052 0.10052 6327.96
1986 4 1 18 5 11 62 0.01167 0.01167 6327.96
1986 4 1 18 6 8 37 0.24269 0.24269 1226.49
1986 4 1 18 6 9 43 0.56843 0.56843 1226.49
1986 4 1 18 6 10 56 0.14198 0.14198 1226.49
1986 4 1 18 6 11 63 0.04689 0.04689 1226.49
1986 4 1 18 7 8 38 0.2119 0.2119 2626.89
1986 4 1 18 7 9 43 0.36753 0.36753 2626.89
1986 4 1 18 7 10 55 0.34814 0.34814 2626.89
1986 4 1 18 7 11 63 0.07243 0.07243 2626.89
1986 4 1 18 8 8 39 0.25869 0.25869 544.044
1986 4 1 18 8 9 46 0.05901 0.05901 544.044
1986 4 1 18 8 10 56 0.38408 0.38408 544.044
1986 4 1 18 8 11 62 0.29821 0.29821 544.044
1986 4 1 18 9 10 52 0.50008 0.50008 106.018
1986 4 1 18 9 11 67 0.49992 0.49992 106.018
1986 4 1 18 10 10 52 0.70722 0.70722 61.2577
1986 4 1 18 10 11 64 0.29278 0.29278 61.2577
1986 4 1 21 0 2 9 0.06005 0.06005 2.51603e+07
1986 4 1 21 0 3 13 0.74484 0.74484 2.51603e+07
1986 4 1 21 0 4 16 0.19511 0.19511 2.51603e+07
1986 4 1 21 1 3 13 0.04601 0.04601 8.84504e+06
1986 4 1 21 1 4 18 0.38117 0.38117 8.84504e+06
1986 4 1 21 1 5 22 0.57282 0.57282 8.84504e+06
1986 4 1 21 2 4 19 0.00443 0.00443 2.77098e+06
1986 4 1 21 2 5 23 0.64867 0.64867 2.77098e+06
1986 4 1 21 2 6 26 0.3469 0.3469 2.77098e+06
1986 4 1 21 3 5 24 0.15801 0.15801 1.52137e+06
1986 4 1 21 3 6 27 0.81763 0.81763 1.52137e+06
1986 4 1 21 3 7 31 0.02436 0.02436 1.52137e+06
1986 4 1 21 4 5 24 0.03321 0.03321 833853
1986 4 1 21 4 6 28 0.83406 0.83406 833853
1986 4 1 21 4 7 31 0.13273 0.13273 833853
1986 4 1 21 5 5 25 0.03588 0.03588 286517
1986 4 1 21 5 6 28 0.66387 0.66387 286517
1986 4 1 21 5 7 31 0.30024 0.30024 286517
1986 4 1 21 6 5 25 0.005 0.005 117053
1986 4 1 21 6 6 28 0.53713 0.53713 117053
1986 4 1 21 6 7 31 0.45787 0.45787 117053
1986 4 1 21 7 5 24 0.01285 0.01285 32907.8
1986 4 1 21 7 6 28 0.42489 0.42489 32907.8
1986 4 1 21 7 7 31 0.56226 0.56226 32907.8
1986 4 1 21 8 6 28 0.22991 0.22991 24894.3
1986 4 1 21 8 7 32 0.77009 0.77009 24894.3
1986 4 1 22 0 1 6 0.11241 0.11241 1.39157e+08
1986 4 1 22 0 2 8 0.48282 0.48282 1.39157e+08
1986 4 1 22 0 3 11 0.40478 0.40478 1.39157e+08
1986 4 1 22 1 3 13 0.78333 0.78333 3.11987e+07
1986 4 1 22 1 4 16 0.21667 0.21667 3.11987e+07
1986 4 1 22 2 3 13 0.24921 0.24921 4.88459e+06
1986 4 1 22 2 4 17 0.73093 0.73093 4.88459e+06
1986 4 1 22 2 5 21 0.01986 0.01986 4.88459e+06
1986 4 1 22 3 3 14 0.02988 0.02988 3.32706e+06
1986 4 1 22 3 4 17 0.94087 0.94087 3.32706e+06
1986 4 1 22 3 5 21 0.02925 0.02925 3.32706e+06
1986 4 1 22 4 4 19 0.79077 0.79077 3.22429e+06
1986 4 1 22 4 5 21 0.20923 0.20923 3.22429e+06
1986 4 1 23 0 1 6 0.20007 0.20007 5.94391e+07
1986 4 1 23 0 2 8 0.55655 0.55655 5.94391e+07
1986 4 1 23 0 3 10 0.24337 0.24337 5.94391e+07
1986 4 1 23 1 2 9 0.11636 0.11636 8.78634e+07
1986 4 1 23 1 3 13 0.76601 0.76601 8.78634e+07
1986 4 1 23 1 4 16 0.11763 0.11763 8.78634e+07
1986 4 1 23 2 3 14 0.49126 0.49126 4.81402e+06
1986 4 1 23 2 4 16 0.50874 0.50874 4.81402e+06
1986 4 1 23 3 3 14 0.29061 0.29061 2.65004e+06
1986 4 1 23 3 4 17 0.68023 0.68023 2.65004e+06
1986 4 1 23 3 5 21 0.02916 0.02916 2.65004e+06
1986 4 1 23 4 3 14 0.10245 0.10245 277911
1986 4 1 23 4 4 18 0.85236 0.85236 277911
1986 4 1 23 4 5 21 0.04518 0.04518 277911
1986 4 1 24 0 1 6 0.02921 0.02921 5.4046e+07
1986 4 1 24 0 2 9 0.46003 0.46003 5.4046e+07
1986 4 1 24 0 3 11 0.51075 0.51075 5.4046e+07
1986 4 1 24 1 3 14 0.24023 0.24023 7.52243e+06
1986 4 1 24 1 4 16 0.75875 0.75875 7.52243e+06
1986 4 1 24 1 5 21 0.00102 0.00102 7.52243e+06
1986 4 1 24 2 3 14 0.00624 0.00624 199620
1986 4 1 24 2 4 18 0.93745 0.93745 199620
1986 4 1 24 2 5 21 0.05631 0.05631 199620
1986 4 1 24 3 4 19 0.68906 0.68906 5699.45
1986 4 1 24 3 5 21 0.31094 0.31094 5699.45
1986 4 1 25 0 1 6 0.28769 0.28769 3.96155e+07
1986 4 1 25 0 2 8 0.71231 0.71231 3.96155e+07
1986 4 1 25 1 2 9 0.11894 0.11894 2.81054e+06
1986 4 1 25 1 3 12 0.88106 0.88106 2.81054e+06
1986 4 1 25 2 2 10 0.0185 0.0185 379172
1986 4 1 25 2 3 12 0.9815 0.9815 379172
1986 4 1 25 3 3 13 0.96019 0.96019 128965
1986 4 1 25 3 4 15 0.03981 0.03981 128965
1987 1 1 16 1 2 9 0.07081 0.07081 532876
1987 1 1 16 1 3 13 0.42871 0.42871 532876
1987 1 1 16 1 4 17 0.32321 0.32321 532876
1987 1 1 16 1 5 22 0.13522 0.13522 532876
1987 1 1 16 1 6 27 0.04205 0.04205 532876
1987 1 1 16 2 4 18 0.00648 0.00648 270881
1987 1 1 16 2 5 23 0.06505 0.06505 270881
1987 1 1 16 2 6 28 0.23846 0.23846 270881
1987 1 1 16 2 7 32 0.34603 0.34603 270881
1987 1 1 16 2 8 37 0.20245 0.20245 270881
1987 1 1 16 2 9 44 0.11573 0.11573 270881
1987 1 1 16 2 10 54 0.02579 0.02579 270881
1987 1 1 16 3 6 28 0.00779 0.00779 16969.7
1987 1 1 16 3 7 33 0.03101 0.03101 16969.7
1987 1 1 16 3 8 38 0.11236 0.11236 16969.7
1987 1 1 16 3 9 45 0.38322 0.38322 16969.7
1987 1 1 16 3 10 54 0.29395 0.29395 16969.7
1987 1 1 16 3 11 64 0.13619 0.13619 16969.7
1987 1 1 16 3 12 73 0.03549 0.03549 16969.7
1987 1 1 16 4 7 33 0.0009 0.0009 14897.9
1987 1 1 16 4 8 38 0.00975 0.00975 14897.9
1987 1 1 16 4 9 46 0.0425 0.0425 14897.9
1987 1 1 16 4 10 55 0.10908 0.10908 14897.9
1987 1 1 16 4 11 65 0.28379 0.28379 14897.9
1987 1 1 16 4 12 75 0.31688 0.31688 14897.9
